StrandDiameter,Strands,A,AirGap,B,C,Current,D,E,Frequency,phi_A,phi_B,Turns,StrandedLossAC,CoreLoss,L,CoreType
0.2,180,40.5,0.52,30.3,20.0,9.76,28.0,28.0,64,14.9,37.0,6,435.634324004116,758.486,17.6001099609725,PQ40/30
0.088,150,16.4,1.483,11.6,6.7,3.76,11.2,9.6,452,7.0,14.4,12,1756.3272033620801,145.71,7.2218574950493,PQ16/11.6
0.085,600,26.5,2.351,24.8,16.1,6.95,19.0,15.5,492,12.0,22.5,10,8177.80615425569,970.278,9.28680848491798,PQ26/25
0.088,30,20.5,1.322,16.2,10.3,2.06,14.0,12.5,454,8.8,18.0,20,547.466032712648,332.905,33.8159441175235,PQ20/16
0.161,80,40.5,1.966,30.3,20.0,5.28,28.0,28.0,136,14.9,37.0,34,15706.1904591417,3329.17,191.788160357339,PQ40/30
0.099,350,32.0,0.555,30.4,21.3,3.76,22.0,19.0,358,13.4,27.5,9,834.382394419509,2868.58,30.5836164447362,PQ32/30
0.087,500,32.0,2.218,30.4,21.3,6.37,22.0,19.0,467,13.4,27.5,11,5627.91165394189,1654.02,14.8673660547923,PQ32/30
0.2,100,50.0,1.817,40.0,26.1,14.82,32.0,31.5,50,20.0,44.0,14,4246.22110404621,1775.99,57.5311884451033,PQ50/40
0.081,120,26.5,0.975,24.8,16.1,0.61,19.0,15.5,541,12.0,22.5,48,1591.50273874335,766.24,439.033082748188,PQ26/25
0.096,100,26.5,1.691,20.2,11.5,2.94,19.0,15.5,380,12.0,22.5,34,12711.330234031,2377.76,136.223645643723,PQ26/20
0.136,150,40.5,1.078,39.8,29.5,5.75,28.0,28.0,192,14.9,37.0,17,3524.74963942199,5917.51,78.1889931488099,PQ40/40
0.095,400,32.0,1.372,20.5,11.5,6.68,22.0,19.0,391,13.4,27.5,13,14042.234047963,3572.7799999999997,29.3611190474299,PQ32/20
0.148,400,50.0,1.024,40.0,26.1,6.75,32.0,31.5,162,20.0,44.0,13,7279.48542996753,5661.01,79.5502592055875,PQ50/40
0.2,100,40.5,0.389,39.8,29.5,3.75,28.0,28.0,82,14.9,37.0,13,395.627214919005,1816.84,105.656015627505,PQ40/40
0.2,400,50.0,0.602,40.0,26.1,12.43,32.0,31.5,30,20.0,44.0,6,345.382367601587,545.077,26.6595612735894,PQ50/40
0.078,60,26.5,1.11,20.2,11.5,2.41,19.0,15.5,587,12.0,22.5,14,535.700058188456,742.735,32.8906896862256,PQ26/20
0.137,40,26.5,0.696,24.8,16.1,2.49,19.0,15.5,189,12.0,22.5,24,1247.6392957752,1544.97,145.48435958252,PQ26/25
0.157,120,65.0,1.453,60.0,42.0,10.06,45.0,40.8,144,26.0,55.0,13,4240.07085187274,12178.3,96.6604186400549,PQ65/60
0.194,10,20.5,0.445,16.2,10.3,0.96,14.0,12.5,94,8.8,18.0,53,591.180067252883,340.736,585.659924078261,PQ20/16
0.147,100,35.1,1.957,34.8,25.0,6.27,26.0,23.5,164,14.3,32.0,28,14921.067326795299,4982.34,121.778498665158,PQ35/35
0.162,40,32.0,1.728,20.5,11.5,6.89,22.0,19.0,134,13.4,27.5,24,9824.56729780692,1607.65,82.68132546808279,PQ32/20
0.126,60,26.5,1.816,24.8,16.1,4.02,19.0,15.5,222,12.0,22.5,41,20089.2553143941,3781.43,192.748565538997,PQ26/25
0.095,50,20.5,1.129,16.2,10.3,2.05,14.0,12.5,390,8.8,18.0,35,3433.45927531887,1528.6,117.846120481349,PQ20/16
0.097,100,32.0,2.011,30.4,21.3,4.02,22.0,19.0,378,13.4,27.5,29,8770.39734214072,5384.54,111.641533985352,PQ32/30
0.177,50,20.5,0.134,20.2,14.3,0.89,14.0,12.5,113,8.8,18.0,14,33.6055018200704,228.739,114.906648656719,PQ20/20
0.102,180,65.0,1.717,60.0,42.0,14.31,45.0,40.8,340,26.0,55.0,7,2832.46064078882,20452.5,24.4153552768697,PQ65/60
0.094,400,65.0,2.395,60.0,42.0,2.42,45.0,40.8,349,26.0,55.0,57,41781.1869139891,24627.7,1235.80838702178,PQ65/60
0.081,250,20.5,0.826,20.2,14.3,1.69,14.0,12.5,538,8.8,18.0,14,597.0072989809851,378.904,24.7962191686275,PQ20/20
0.077,600,107.0,1.981,87.0,56.0,5.87,70.0,72.5,595,41.0,93.7,10,2184.93453323752,30095.600000000002,101.528772594513,PQ107/87
0.095,60,20.5,1.275,20.2,14.3,2.42,14.0,12.5,395,8.8,18.0,33,3875.14910763221,2179.96,97.7799149972947,PQ20/20
0.146,150,26.5,0.784,20.2,11.5,6.27,19.0,15.5,165,12.0,22.5,11,3276.2407491639196,1054.25,27.2902333270635,PQ26/20
0.082,300,32.0,1.799,20.5,11.5,2.13,22.0,19.0,522,13.4,27.5,24,6349.9683248704505,803.562,79.9209911116987,PQ32/20
0.097,10,16.4,1.596,11.6,6.7,1.77,11.2,9.6,376,7.0,14.4,56,3321.5214949634,711.191,148.100190954611,PQ16/11.6
0.077,120,20.5,2.263,20.2,14.3,2.82,14.0,12.5,595,8.8,18.0,24,3464.64438446728,924.168,32.8782840082237,PQ20/20
0.135,20,26.5,1.867,24.8,16.1,5.12,19.0,15.5,195,12.0,22.5,35,8305.27896839279,3469.84,137.31249005972,PQ26/25
0.095,60,32.0,1.226,20.5,11.5,4.28,22.0,19.0,391,13.4,27.5,18,2786.27575726189,3325.94,61.8271280972734,PQ32/20
0.053,500,50.0,0.316,50.0,36.1,0.76,32.5,31.5,366,20.0,44.0,24,55.5897597076145,6845.55,736.058859073011,PQ50/50
0.2,10,107.0,2.229,87.0,56.0,9.46,70.0,72.5,49,41.0,93.7,29,17248.120726232202,13998.0,775.535703221909,PQ107/87
0.05,600,40.5,1.12,39.8,29.5,0.75,28.0,28.0,416,14.9,37.0,46,401.371401177098,1457.8,554.776330898662,PQ40/40
0.091,250,32.0,1.717,20.5,11.5,5.35,22.0,19.0,424,13.4,27.5,10,2536.76089279815,696.792,14.4112205828438,PQ32/20
0.097,30,20.5,0.657,20.2,14.3,0.67,14.0,12.5,376,8.8,18.0,63,1061.81423851012,1485.66,604.6346733837651,PQ20/20
0.1,600,26.5,0.459,20.2,11.5,4.63,19.0,15.5,354,12.0,22.5,6,1152.70301289123,1323.19,12.880044133302398,PQ26/20
0.121,150,26.5,0.153,24.8,16.1,0.72,19.0,15.5,242,12.0,22.5,19,162.349836234514,1618.99,339.838250795455,PQ26/25
0.084,180,32.0,1.376,20.5,11.5,2.59,22.0,19.0,504,13.4,27.5,16,1852.33239765792,789.933,44.3663603805876,PQ32/20
0.092,120,20.5,1.313,16.2,10.3,2.54,14.0,12.5,414,8.8,18.0,15,969.832044049911,230.58,19.1395702018237,PQ20/16
0.08,30,32.0,2.0,20.5,11.5,6.36,22.0,19.0,546,13.4,27.5,9,1762.19178363282,942.1089999999999,10.294208828962,PQ32/20
0.105,150,50.0,1.209,50.0,36.1,0.95,32.5,31.5,319,20.0,44.0,75,7887.265813954689,9974.01,2330.43003926445,PQ50/50
0.1,600,40.5,1.048,39.8,29.5,10.88,28.0,28.0,354,14.9,37.0,6,2190.5559660376,6776.21,9.95161712468018,PQ40/40
0.068,500,20.5,0.446,16.2,10.3,1.58,14.0,12.5,492,8.8,18.0,8,104.797364183537,178.877,13.2901511520377,PQ20/16
0.107,80,32.0,1.004,30.4,21.3,6.29,22.0,19.0,311,13.4,27.5,9,828.089844151148,2368.03,18.7138650644214,PQ32/30
0.2,30,26.5,1.258,24.8,16.1,4.52,19.0,15.5,25,12.0,22.5,35,1045.39909747424,130.542,189.59520216042,PQ26/25
0.1,50,20.5,1.443,20.2,14.3,2.38,14.0,12.5,356,8.8,18.0,38,4670.252951498331,1955.06,117.667711390476,PQ20/20
0.078,120,40.5,1.523,30.3,20.0,0.81,28.0,28.0,578,14.9,37.0,61,3243.29566413799,2656.33,752.6880543050551,PQ40/30
0.091,300,40.5,1.526,39.8,29.5,1.41,28.0,28.0,424,14.9,37.0,35,3365.87953550325,2064.13,252.558832847571,PQ40/40
0.107,100,16.4,0.504,11.6,6.7,3.35,11.2,9.6,309,7.0,14.4,9,473.698683862326,271.54,9.9212406107233,PQ16/11.6
0.15,20,20.5,1.406,16.2,10.3,2.83,14.0,12.5,156,8.8,18.0,44,5153.66207728327,748.139,155.83046556857,PQ20/16
0.096,150,40.5,2.162,39.8,29.5,1.85,28.0,28.0,384,14.9,37.0,66,18996.0247050469,9602.66,690.622222327978,PQ40/40
0.053,600,26.5,0.582,24.8,16.1,1.2,19.0,15.5,598,12.0,22.5,15,219.19263485938302,797.377,66.0434542211315,PQ26/25
0.082,500,32.0,2.06,30.4,21.3,4.19,22.0,19.0,525,13.4,27.5,15,6208.26727845403,1803.38,29.3019034491074,PQ32/30
0.078,150,26.5,2.465,24.8,16.1,2.41,19.0,15.5,576,12.0,22.5,33,8501.41195605856,1695.01,97.2706761242364,PQ26/25
0.148,180,40.5,0.377,30.3,20.0,2.38,28.0,28.0,162,14.9,37.0,15,655.051541556655,2364.44,144.761104743058,PQ40/30
0.2,10,32.0,0.938,30.4,21.3,0.8,22.0,19.0,85,13.4,27.5,136,3571.01009306192,1392.24,4522.17128907579,PQ32/30
0.089,400,50.0,1.471,50.0,36.1,1.23,32.5,31.5,448,20.0,44.0,37,4274.7712619187905,3730.23,483.800898395026,PQ50/50
0.128,500,50.0,0.856,40.0,26.1,5.67,32.0,31.5,215,20.0,44.0,13,6311.88537608732,8918.51,92.5212663809539,PQ50/40
0.078,600,26.5,1.24,24.8,16.1,5.92,19.0,15.5,584,12.0,22.5,6,1463.33032328157,879.531,5.6313340760901,PQ26/25
0.082,100,16.4,1.378,11.6,6.7,1.92,11.2,9.6,528,7.0,14.4,21,1699.11419831842,169.014,23.4925015065156,PQ16/11.6
0.107,80,40.5,1.944,39.8,29.5,3.88,28.0,28.0,311,14.9,37.0,32,5697.015491834401,8345.31,175.836847264253,PQ40/40
0.091,350,32.0,2.174,20.5,11.5,3.98,22.0,19.0,423,13.4,27.5,17,8846.99787927411,771.9549999999999,34.2960106521663,PQ32/20
0.137,120,107.0,2.375,87.0,56.0,14.68,70.0,72.5,189,41.0,93.7,15,11884.7073906727,82459.0,196.688642910752,PQ107/87
0.162,50,26.5,1.196,20.2,11.5,3.78,19.0,15.5,134,12.0,22.5,28,6368.91327513014,867.763,123.68724501784101,PQ26/20
0.082,50,16.4,1.213,11.6,6.7,0.83,11.2,9.6,527,7.0,14.4,41,1220.23558034045,144.057,99.5737688363949,PQ16/11.6
0.108,100,40.5,1.631,39.8,29.5,7.76,28.0,28.0,304,14.9,37.0,12,1993.50077046878,5310.31,28.2345652755307,PQ40/40
0.159,400,65.0,2.48,60.0,42.0,9.64,45.0,40.8,139,26.0,55.0,22,49536.3247183332,13058.4,179.32722648316,PQ65/60
0.08,180,50.0,0.718,50.0,36.1,1.57,32.5,31.5,558,20.0,44.0,13,172.278130349218,3168.58,107.578439761971,PQ50/50
0.114,80,35.1,2.391,34.8,25.0,11.18,26.0,23.5,272,14.3,32.0,13,4901.98653991474,5207.93,22.4932820909065,PQ35/35
0.1,180,26.5,1.424,24.8,16.1,5.88,19.0,15.5,353,12.0,22.5,15,6629.74147405523,2904.3,31.4169825697934,PQ26/25
0.05,400,40.5,0.497,30.3,20.0,0.68,28.0,28.0,157,14.9,37.0,64,138.75030023489703,1994.27,2078.48851168301,PQ40/30
0.102,250,32.0,2.187,30.4,21.3,7.26,22.0,19.0,339,13.4,27.5,19,18865.9198398923,5715.11,44.8939690870832,PQ32/30
0.098,150,26.5,0.779,24.8,16.1,1.75,19.0,15.5,368,12.0,22.5,27,2925.0245247818702,2210.52,167.311864082112,PQ26/25
0.081,350,26.5,1.558,20.2,11.5,2.84,19.0,15.5,543,12.0,22.5,17,5409.1063192328,792.019,36.4797610476465,PQ26/20
0.12,250,32.0,0.319,30.4,21.3,2.16,22.0,19.0,245,13.4,27.5,13,578.65629289279,3048.5,102.649358557203,PQ32/30
0.107,350,26.5,0.497,20.2,11.5,2.84,19.0,15.5,290,12.0,22.5,10,1044.25040355539,810.784,33.3768873158617,PQ26/20
0.091,400,26.5,1.384,20.2,11.5,5.29,19.0,15.5,423,12.0,22.5,8,2210.27718514938,460.082,8.9161145828361,PQ26/20
0.2,10,50.0,1.172,50.0,36.1,8.09,32.5,31.5,33,20.0,44.0,18,3659.97818666643,1075.49,137.896667256137,PQ50/50
0.134,500,50.0,1.695,40.0,26.1,16.18,32.0,31.5,198,20.0,44.0,10,23299.145814532403,13603.8,31.0858391619819,PQ50/40
0.091,180,16.4,0.439,11.6,6.7,2.3,11.2,9.6,422,7.0,14.4,6,115.742734402034,82.2016,4.95356396213188,PQ16/11.6
0.115,60,40.5,2.108,30.3,20.0,1.79,28.0,28.0,268,14.9,37.0,76,14928.020622830702,4895.15,905.717489463051,PQ40/30
0.084,250,32.0,1.002,20.5,11.5,2.23,22.0,19.0,499,13.4,27.5,13,1020.79082131862,608.867,38.1977591826536,PQ32/20
0.108,150,40.5,2.267,39.8,29.5,3.2,28.0,28.0,303,14.9,37.0,45,17948.0725089195,8683.97,309.884861871449,PQ40/40
0.115,30,26.5,1.181,20.2,11.5,5.29,19.0,15.5,265,12.0,22.5,13,1320.19657329424,1009.95,26.9204709501915,PQ26/20
0.127,10,20.5,2.402,16.2,10.3,1.72,14.0,12.5,218,8.8,18.0,120,16645.1451842177,1646.28,746.125651151036,PQ20/16
0.101,150,50.0,1.2,50.0,36.1,0.99,32.5,31.5,344,20.0,44.0,71,7241.42348170483,11212.300000000001,2100.84550509868,PQ50/50
0.101,30,32.0,1.189,20.5,11.5,3.24,22.0,19.0,348,13.4,27.5,23,2002.82470615306,2615.33,103.511391665746,PQ32/20
0.103,400,50.0,1.979,40.0,26.1,4.48,32.0,31.5,333,20.0,44.0,27,26927.6658308935,11916.5,199.500371390518,PQ50/40
0.143,10,32.0,1.715,20.5,11.5,0.83,22.0,19.0,173,13.4,27.5,177,13693.5831820319,1934.61,4528.24133019758,PQ32/20
0.147,400,65.0,1.223,60.0,42.0,11.68,45.0,40.8,163,26.0,55.0,9,5453.58323057025,12566.1,53.4558152037425,PQ65/60
0.104,500,35.1,2.039,34.8,25.0,10.55,26.0,23.5,326,14.3,32.0,11,12381.910866521,5526.86,18.2006739119587,PQ35/35
0.115,10,40.5,2.185,30.3,20.0,1.95,28.0,28.0,268,14.9,37.0,64,3538.63479819965,3633.82,625.352171973384,PQ40/30
0.087,100,20.5,2.299,20.2,14.3,2.6,14.0,12.5,463,8.8,18.0,25,2738.281326576,513.764,35.2520600274268,PQ20/20
0.2,40,20.5,0.356,20.2,14.3,3.04,14.0,12.5,55,8.8,18.0,14,159.113262573609,167.068,49.7245295645291,PQ20/20
0.126,120,40.5,1.71,30.3,20.0,8.11,28.0,28.0,222,14.9,37.0,19,10256.3610134938,7271.64,66.7107252927069,PQ40/30
0.2,250,50.0,0.646,50.0,36.1,6.18,32.5,31.5,47,20.0,44.0,12,702.1693527508501,1291.26,100.532979709162,PQ50/50
0.099,60,16.4,1.362,11.6,6.7,3.21,11.2,9.6,357,7.0,14.4,24,4208.06067755506,473.366,31.0248240526112,PQ16/11.6
0.112,120,26.5,1.887,24.8,16.1,4.6,19.0,15.5,281,12.0,22.5,24,10353.4305405184,1910.61,64.0411754105912,PQ26/25
0.088,80,16.4,1.679,11.6,6.7,2.54,11.2,9.6,451,7.0,14.4,20,1933.3147793702099,149.647,18.0928916454919,PQ16/11.6
0.087,350,26.5,1.583,24.8,16.1,2.86,19.0,15.5,462,12.0,22.5,16,3505.21376622943,665.571,32.8050781915825,PQ26/25
0.056,300,26.5,0.697,24.8,16.1,0.67,19.0,15.5,477,12.0,22.5,30,219.561381330903,468.388,226.795822536133,PQ26/25
0.134,10,32.0,0.279,30.4,21.3,0.76,22.0,19.0,198,13.4,27.5,31,115.431708711175,1763.18,655.077731721685,PQ32/30
0.08,250,26.5,2.333,24.8,16.1,3.06,19.0,15.5,556,12.0,22.5,24,9191.89265577299,1436.33,53.8309381598267,PQ26/25
0.095,600,50.0,0.992,50.0,36.1,4.08,32.5,31.5,392,20.0,44.0,15,4762.33482041051,14916.5,109.534020119685,PQ50/50
0.146,250,50.0,1.331,50.0,36.1,10.6,32.5,31.5,166,20.0,44.0,12,7067.8450168654,11226.1,55.2662813493269,PQ50/50
0.2,150,40.5,1.453,39.8,29.5,12.36,28.0,28.0,37,14.9,37.0,15,2181.55834127969,828.5780000000001,48.2779151826494,PQ40/40
0.098,40,20.5,2.242,16.2,10.3,3.06,14.0,12.5,369,8.8,18.0,42,9304.07266423541,1485.3700000000001,96.8438642586346,PQ20/16
0.054,500,40.5,1.521,39.8,29.5,0.96,28.0,28.0,447,14.9,37.0,50,1067.83314397171,2133.11,517.010363114166,PQ40/40
0.097,50,20.5,0.805,20.2,14.3,1.41,14.0,12.5,373,8.8,18.0,35,1333.61935075222,1433.65,158.274072442489,PQ20/20
0.109,150,26.5,1.914,20.2,11.5,6.34,19.0,15.5,295,12.0,22.5,18,12795.8782642113,1609.57,34.4197707841531,PQ26/20
0.2,20,40.5,2.085,30.3,20.0,3.2,28.0,28.0,28,14.9,37.0,84,3177.51456457112,456.013,1117.8012536031101,PQ40/30
0.089,40,16.4,1.713,11.6,6.7,2.49,11.2,9.6,445,7.0,14.4,22,1377.03781003241,173.391,21.5283315321533,PQ16/11.6
0.2,500,65.0,1.547,60.0,42.0,19.61,45.0,40.8,46,26.0,55.0,10,7178.61892046396,3718.17,54.3778562730838,PQ65/60
0.101,40,20.5,2.155,20.2,14.3,2.62,14.0,12.5,345,8.8,18.0,47,7734.64081673046,1844.92,131.29716392042297,PQ20/20
0.07,200,35.1,1.286,34.8,25.0,0.58,26.0,23.5,590,14.3,32.0,69,2600.53285729251,2504.85,1024.64582598834,PQ35/35
0.088,500,65.0,1.46,60.0,42.0,4.26,45.0,40.8,455,26.0,55.0,11,1672.20978283963,6646.22,68.8460403696043,PQ65/60
0.169,30,50.0,1.217,50.0,36.1,13.52,32.5,31.5,124,20.0,44.0,8,2472.13668111724,5210.42,26.3956590063868,PQ50/50
0.181,50,32.0,1.57,20.5,11.5,5.13,22.0,19.0,108,13.4,27.5,29,11664.6012106158,1016.99,130.722600561236,PQ32/20
0.141,80,50.0,1.917,50.0,36.1,4.24,32.5,31.5,178,20.0,44.0,43,16016.0106648948,15300.7,530.2054485897789,PQ50/50
0.09,180,20.5,1.628,16.2,10.3,3.95,14.0,12.5,437,8.8,18.0,13,2193.4081544152,354.368,12.061936979005,PQ20/16
0.097,30,20.5,0.78,16.2,10.3,3.12,14.0,12.5,373,8.8,18.0,15,629.465088984741,1015.17,29.2784830244778,PQ20/16
0.08,200,40.5,1.432,30.3,20.0,1.08,28.0,28.0,555,14.9,37.0,42,3209.09243743305,2252.64,374.68235316837604,PQ40/30
0.108,100,26.5,1.328,24.8,16.1,3.32,19.0,15.5,303,12.0,22.5,23,4307.57924161006,1748.15,78.1758091413926,PQ26/25
0.11,100,32.0,2.375,30.4,21.3,4.76,22.0,19.0,292,13.4,27.5,29,11603.499522051701,3710.14,97.9948687608906,PQ32/30
0.082,180,20.5,0.21,16.2,10.3,0.66,14.0,12.5,522,8.8,18.0,10,30.4418566308422,201.085,39.7651763928265,PQ20/16
0.122,120,32.0,0.793,20.5,11.5,3.31,22.0,19.0,239,13.4,27.5,23,6150.217087093721,3412.13,145.860284398144,PQ32/20
0.101,180,50.0,1.876,40.0,26.1,9.2,32.0,31.5,344,20.0,44.0,12,5100.60260251179,11180.6,41.167894020492,PQ50/40
0.084,80,32.0,2.289,30.4,21.3,3.81,22.0,19.0,499,13.4,27.5,18,1733.0908551638,1670.1699999999998,38.8399613817249,PQ32/30
0.2,150,50.0,2.338,40.0,26.1,14.15,32.0,31.5,87,20.0,44.0,19,33797.1093086566,5681.63,86.4921162235752,PQ50/40
0.101,60,32.0,2.479,30.4,21.3,1.64,22.0,19.0,347,13.4,27.5,86,20959.776240007697,4942.05,832.7989094053,PQ32/30
0.2,20,107.0,2.273,87.0,56.0,7.01,70.0,72.5,44,41.0,93.7,40,7752.43327181732,11680.400000000001,1451.10368316031,PQ107/87
0.095,20,20.5,2.324,20.2,14.3,1.35,14.0,12.5,391,8.8,18.0,107,11822.719540768301,2982.96,641.046433582267,PQ20/20
0.088,300,20.5,0.805,20.2,14.3,2.53,14.0,12.5,457,8.8,18.0,9,432.308024711894,266.057,10.4594016246512,PQ20/20
0.092,50,20.5,2.437,20.2,14.3,1.84,14.0,12.5,415,8.8,18.0,38,2435.23750206709,448.374,77.75640309180301,PQ20/20
0.102,350,50.0,0.605,50.0,36.1,2.24,32.5,31.5,31,20.0,44.0,34,137.169800554812,747.583,853.45544756104,PQ50/50
0.156,80,40.5,2.126,39.8,29.5,11.3,28.0,28.0,145,14.9,37.0,16,6392.09096739532,4639.070000000001,41.1022286348969,PQ40/40
0.09,350,26.5,1.902,24.8,16.1,3.81,19.0,15.5,433,12.0,22.5,15,4966.44337329947,720.426,24.855589167237902,PQ26/25
0.1,400,40.5,0.26,30.3,20.0,1.23,28.0,28.0,108,14.9,37.0,18,64.8819143246447,747.475,287.262240272828,PQ40/30
0.085,100,20.5,1.057,16.2,10.3,1.59,14.0,12.5,487,8.8,18.0,21,887.125618798445,347.189,44.7557468119595,PQ20/16
0.119,500,40.5,1.024,39.8,29.5,4.89,28.0,28.0,251,14.9,37.0,13,3632.17848361182,3531.98,47.5737057351602,PQ40/40
0.098,10,32.0,1.126,30.4,21.3,3.76,22.0,19.0,371,13.4,27.5,17,2108.42605617638,3542.3300000000004,60.8579607372387,PQ32/30
0.081,400,40.5,0.343,39.8,29.5,1.37,28.0,28.0,130,14.9,37.0,22,75.72058717690399,1593.85,335.795139336634,PQ40/40
0.097,200,32.0,0.174,30.4,21.3,0.67,22.0,19.0,155,13.4,27.5,23,42.694196364804,1089.36,543.641124448092,PQ32/30
0.085,150,20.5,1.745,16.2,10.3,3.13,14.0,12.5,485,8.8,18.0,17,2483.51025313676,408.221,19.4910030947964,PQ20/16
0.141,400,65.0,2.196,60.0,42.0,11.78,45.0,40.8,178,26.0,55.0,18,42018.8097926872,26352.9,132.440839984108,PQ65/60
0.2,50,26.5,0.508,20.2,11.5,2.95,19.0,15.5,76,12.0,22.5,20,1114.81156523485,446.177,131.214520583129,PQ26/20
0.073,200,20.5,0.351,20.2,14.3,0.52,14.0,12.5,593,8.8,18.0,21,121.30226179176499,370.514,112.93014431803,PQ20/20
0.108,60,20.5,1.942,20.2,14.3,3.31,14.0,12.5,304,8.8,18.0,33,6593.39417243943,1322.8,70.2586436499497,PQ20/20
0.159,150,65.0,1.547,60.0,42.0,2.35,45.0,40.8,140,26.0,55.0,59,22631.1417881906,11739.2,1891.4335531984,PQ65/60
0.177,500,65.0,1.777,60.0,42.0,11.51,45.0,40.8,113,26.0,55.0,14,23864.257262814997,8747.69,95.0700626751091,PQ65/60
0.15,600,50.0,0.69,50.0,36.1,7.06,32.5,31.5,156,20.0,44.0,9,3022.47742904169,6722.22,53.428779558637,PQ50/50
0.121,20,50.0,1.751,40.0,26.1,12.83,32.0,31.5,243,20.0,44.0,13,10167.1739433694,19935.6,51.124541412322,PQ50/40
0.103,100,26.5,2.158,20.2,11.5,5.08,19.0,15.5,330,12.0,22.5,26,16031.1848488337,2230.77,64.8677047225528,PQ26/20
0.088,40,20.5,1.625,16.2,10.3,0.77,14.0,12.5,451,8.8,18.0,61,1868.70937515494,299.206,266.075021888349,PQ20/16
0.098,500,40.5,1.287,30.3,20.0,9.2,28.0,28.0,364,14.9,37.0,8,4007.68495386039,4721.71,14.796847846895,PQ40/30
0.096,120,26.5,0.869,24.8,16.1,2.45,19.0,15.5,384,12.0,22.5,23,2902.6149002551497,3016.72,110.896746287076,PQ26/25
0.103,500,65.0,1.769,60.0,42.0,2.81,45.0,40.8,335,26.0,55.0,38,28512.1796478177,22187.9,702.5509325705519,PQ65/60
0.098,50,26.5,1.475,24.8,16.1,1.0,19.0,15.5,364,12.0,22.5,87,9913.850375097,2751.13,1027.30131554017,PQ26/25
0.106,150,50.0,2.315,40.0,26.1,2.16,32.0,31.5,312,20.0,44.0,61,26018.6551442346,9585.52,897.604354053656,PQ50/40
0.101,150,35.1,2.46,34.8,25.0,10.82,26.0,23.5,343,14.3,32.0,13,6912.23691197438,6999.21,21.990184302183998,PQ35/35
0.103,250,32.0,1.607,30.4,21.3,7.81,22.0,19.0,333,13.4,27.5,12,5941.95964863378,3792.16,22.826041188436,PQ32/30
0.082,40,40.5,2.325,30.3,20.0,2.57,28.0,28.0,531,14.9,37.0,28,1673.43933516358,2582.77,113.851819942523,PQ40/30
0.193,40,32.0,1.17,30.4,21.3,4.37,22.0,19.0,95,13.4,27.5,31,5390.51333699351,1862.65,196.186174036717,PQ32/30
0.142,60,26.5,2.318,24.8,16.1,6.56,19.0,15.5,176,12.0,22.5,31,22250.0832429117,2569.27,90.3100454879529,PQ26/25
0.15,250,65.0,1.993,60.0,42.0,5.38,45.0,40.8,156,26.0,55.0,34,36519.077569708,17335.6,510.988813927144,PQ65/60
0.2,60,26.5,0.856,20.2,11.5,7.21,19.0,15.5,71,12.0,22.5,14,2450.37992373722,491.128,41.027165735925,PQ26/20
0.2,100,50.0,1.884,40.0,26.1,8.42,32.0,31.5,20,20.0,44.0,28,1970.00075976364,425.586,223.499795660209,PQ50/40
0.087,120,40.5,1.738,39.8,29.5,0.6,28.0,28.0,467,14.9,37.0,91,4299.70082487316,2497.38,1547.48820734515,PQ40/40
0.089,120,32.0,2.334,30.4,21.3,1.22,22.0,19.0,444,13.4,27.5,57,6715.1023643197295,1334.8500000000001,383.531695490105,PQ32/30
0.169,40,26.5,1.094,20.2,11.5,3.63,19.0,15.5,123,12.0,22.5,27,4301.69035574135,735.488,123.95560247008001,PQ26/20
0.083,300,26.5,2.486,24.8,16.1,5.46,19.0,15.5,511,12.0,22.5,13,5357.8331470722,966.4399999999999,14.9892598443252,PQ26/25
0.139,200,32.0,0.226,30.4,21.3,1.53,22.0,19.0,182,13.4,27.5,13,224.100186675655,1570.94,138.38878880931298,PQ32/30
0.114,80,32.0,2.146,20.5,11.5,5.06,22.0,19.0,270,13.4,27.5,27,13587.7085860874,2240.76,87.41959260835611,PQ32/20
0.2,60,40.5,1.092,39.8,29.5,10.22,28.0,28.0,61,14.9,37.0,13,1451.36733984974,1581.19,45.3069346288612,PQ40/40
0.124,250,65.0,1.382,60.0,42.0,2.3,45.0,40.8,138,26.0,55.0,56,11272.1956513929,12085.8,1869.51656074625,PQ65/60
0.145,500,40.5,0.452,30.3,20.0,6.16,28.0,28.0,169,14.9,37.0,7,1226.89192276611,2754.7999999999997,26.9743558187293,PQ40/30
0.118,120,32.0,1.622,30.4,21.3,3.24,22.0,19.0,255,13.4,27.5,31,8394.38228475355,2738.27,151.104730239226,PQ32/30
0.131,30,20.5,1.57,20.2,14.3,3.33,14.0,12.5,205,8.8,18.0,42,7271.99652052784,1836.97,134.633609794855,PQ20/20
0.115,30,32.0,1.333,20.5,11.5,3.39,22.0,19.0,266,13.4,27.5,23,2008.63508602037,1420.32,94.1479620094803,PQ32/20
0.103,40,20.5,0.968,20.2,14.3,1.56,14.0,12.5,330,8.8,18.0,35,1316.31064738885,1024.02,136.576376840853,PQ20/20
0.081,500,26.5,0.841,20.2,11.5,2.12,19.0,15.5,540,12.0,22.5,12,1598.35824259707,565.865,30.5666667650373,PQ26/20
0.059,600,20.5,0.283,16.2,10.3,1.22,14.0,12.5,525,8.8,18.0,7,33.274618518567095,202.123,15.0362985093071,PQ20/16
0.08,80,32.0,2.037,20.5,11.5,5.42,22.0,19.0,548,13.4,27.5,12,1869.1271960251402,1286.54,18.025588078208003,PQ32/20
